Labels Combination,homogeneity,v_measure,completeness,No. of Clusters,No. of Noise,rmse,length
"('XiaomiRedmiNote7_S', 'iPhone7_X', 'iPhoneXR_U', 'XiaomiRedmi5_J', 'HuaweiP10_Q', 'iPhone6_N', 'SamsungS7_I', 'HuaweiHonor9_R', 'OppoFindX3Neo_A', 'XiaomiA2_E', 'SamsungS4_C', 'GooglePixel3A_L', 'iPhone7_F', 'GooglePixel3A_V', 'SamsungS6_H', 'iPhoneXR_A', 'iPhone11_M', 'iPhone12_M', 'OnePlusNord_O', 'iPhone11_B', 'HuaweiP20_G')",0.8676876155148348,0.9030643264965008,0.9414483552318186,19,0,2.0,21
"('XiaomiA2_E', 'GooglePixel3A_V', 'SamsungM31_A', 'iPhoneXR_A', 'HuaweiL21_D', 'iPhone6_N', 'iPhone11_M', 'iPhone11_C', 'iPhoneXR_L', 'HuaweiP10_Q', 'iPhone12Pro_C', 'iPhoneXR_U', 'SamsungJ6_K', 'XiaomiRedmi4_B', 'iPhone7_F', 'iPhone11_B', 'iPhoneXSMax_M', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'iPhone11_F', 'XiaomiRedmiNote7_S', 'XiaomiRedmiNote9S_T')",0.7923600653965794,0.8525958573875962,0.9227434929510366,14,0,8.0,22
"('SamsungS7_I', 'SamsungJ6_K', 'XiaomiRedmiNote7_S', 'iPhone12Pro_C', 'iPhone11_B', 'XiaomiRedmi5_J', 'iPhoneXSMax_M', 'HuaweiL21_D', 'iPhone12_M', 'iPhoneXR_U', 'OppoFindX3Neo_A', 'iPhoneXR_A', 'iPhone12_W', 'GooglePixel3A_V', 'iPhone11_M', 'iPhone6_N', 'XiaomiA2_E', 'HuaweiHonor9_R', 'iPhone7_X', 'iPhoneXR_L', 'XiaomiRedmiNote9S_T', 'iPhone11_F', 'S21Ultra_M')",0.7344789618803319,0.8214956854499972,0.9319019126316598,15,0,8.0,23
"('GooglePixel3A_V', 'XiaomiRedmi4_B', 'iPhone11_M', 'HuaweiP10_Q', 'SamsungJ6_K', 'SamsungS7_I', 'GooglePixel3A_L', 'iPhone11_B', 'SamsungS4_C', 'OppoFindX3Neo_A', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'HuaweiP20_G', 'HuaweiHonor9_R', 'XiaomiRedmi5_J', 'iPhone12_M', 'iPhone12_W', 'iPhone6_N', 'OnePlusNord_O', 'iPhone11_F', 'iPhone12Pro_C', 'iPhoneXR_U', 'SamsungM31_A', 'XiaomiA2_E')",0.8582824172569928,0.895746745169894,0.9366310168783493,19,0,5.0,24
"('iPhone12Pro_C', 'XiaomiRedmi5_J', 'iPhoneXSMax_M', 'GooglePixel3A_L', 'SamsungS4_C', 'iPhone12_W', 'HuaweiHonor9_R', 'iPhone7_X', 'OppoFindX3Neo_A', 'iPhoneXR_L', 'iPhone11_F', 'iPhone11_C', 'HuaweiL21_D', 'XiaomiRedmiNote9S_T', 'SamsungM31_A', 'HuaweiP10_Q', 'GooglePixel3A_V', 'iPhone7_F', 'S21Ultra_M', 'HuaweiP20_G', 'iPhone11_B', 'iPhone6_N', 'SamsungS6_H', 'iPhone12_M', 'SamsungJ6_K')",0.8223220903375145,0.8847343334661621,0.9573985508432202,21,0,4.0,25
"('SamsungS4_C', 'S21Ultra_M', 'HuaweiHonor9_R', 'iPhone11_M', 'iPhone12_M', 'XiaomiA2_E', 'GooglePixel3A_V', 'SamsungJ6_K', 'OnePlusNord_O', 'iPhone6_N', 'iPhone7_X', 'iPhone12Pro_C', 'SamsungM31_A', 'iPhone12_W', 'XiaomiRedmi5_J', 'SamsungS6_H', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'GooglePixel3A_L', 'XiaomiRedmiNote7_S', 'iPhone11_C', 'HuaweiL21_D', 'HuaweiP10_Q', 'HuaweiP20_G', 'iPhone7_F', 'iPhone11_B')",0.8652135137597209,0.9042969955138145,0.9470784872344848,20,0,6.0,26
"('XiaomiRedmiNote7_S', 'OppoFindX3Neo_A', 'iPhone12_W', 'SamsungS4_C', 'SamsungS7_I', 'SamsungS6_H', 'iPhone12Pro_C', 'XiaomiA2_E', 'iPhone7_F', 'SamsungM31_A', 'HuaweiP20_G', 'XiaomiRedmi4_B', 'iPhone11_F', 'iPhoneXR_A', 'XiaomiRedmi5_J', 'S21Ultra_M', 'HuaweiHonor9_R', 'iPhone7_X', 'GooglePixel3A_V', 'OnePlusNord_O', 'SamsungJ6_K', 'XiaomiRedmiNote9S_T', 'iPhoneXSMax_M', 'HuaweiP10_Q', 'iPhone11_M', 'iPhoneXR_L', 'GooglePixel3A_L')",0.8637352980759934,0.9012137259600614,0.9420921438649932,21,0,6.0,27
"('iPhone11_C', 'XiaomiRedmiNote9S_T', 'SamsungJ6_K', 'XiaomiA2_E', 'iPhone11_B', 'iPhone11_M', 'SamsungS7_I', 'HuaweiP20_G', 'iPhone7_F', 'iPhoneXR_A', 'SamsungS4_C', 'iPhone12Pro_C', 'GooglePixel3A_V', 'iPhone12_M', 'iPhone6_N', 'S21Ultra_M', 'iPhoneXSMax_M', 'HuaweiHonor9_R', 'SamsungM31_A', 'iPhone11_F', 'OnePlusNord_O', 'iPhone12_W', 'XiaomiRedmiNote7_S', 'XiaomiRedmi4_B', 'GooglePixel3A_L', 'iPhoneXR_L', 'SamsungS6_H', 'HuaweiP10_Q')",0.8455072588495789,0.8931321836790516,0.9464424918496616,19,0,9.0,28
"('iPhone7_X', 'HuaweiHonor9_R', 'HuaweiP10_Q', 'iPhoneXR_U', 'OppoFindX3Neo_A', 'iPhone12_M', 'iPhone11_C', 'SamsungS4_C', 'iPhone12_W', 'SamsungS6_H', 'XiaomiRedmiNote9S_T', 'GooglePixel3A_V', 'iPhone11_B', 'iPhoneXR_L', 'XiaomiA2_E', 'iPhone7_F', 'XiaomiRedmiNote7_S', 'iPhone11_M', 'iPhone12Pro_C', 'iPhone11_F', 'SamsungJ6_K', 'iPhoneXR_A', 'S21Ultra_M', 'HuaweiP20_G', 'OnePlusNord_O', 'XiaomiRedmi4_B', 'iPhoneXSMax_M', 'XiaomiRedmi5_J', 'SamsungS7_I')",0.8437375410027349,0.8904680066392306,0.9426783142648335,21,0,8.0,29
"('OppoFindX3Neo_A', 'GooglePixel3A_V', 'iPhone12Pro_C', 'HuaweiP20_G', 'XiaomiRedmi4_B', 'XiaomiRedmi5_J', 'SamsungS6_H', 'XiaomiRedmiNote7_S', 'HuaweiL21_D', 'S21Ultra_M', 'iPhoneXR_L', 'XiaomiA2_E', 'OnePlusNord_O', 'iPhone11_B', 'SamsungJ6_K', 'iPhone7_X', 'iPhone11_C', 'iPhone12_M', 'HuaweiHonor9_R', 'SamsungS7_I', 'iPhoneXR_U', 'iPhoneXSMax_M', 'iPhone11_F', 'SamsungS4_C', 'iPhone6_N', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'SamsungM31_A', 'GooglePixel3A_L', 'iPhone7_F')",0.8468275001239811,0.8931290932970669,0.9447867593011534,20,0,10.0,30
"('iPhone11_B', 'SamsungM31_A', 'iPhone11_M', 'iPhoneXR_L', 'iPhoneXR_A', 'iPhone11_C', 'HuaweiP20_G', 'iPhone12_W', 'SamsungS4_C', 'XiaomiRedmi5_J', 'OppoFindX3Neo_A', 'HuaweiL21_D', 'OnePlusNord_O', 'HuaweiP10_Q', 'iPhone7_X', 'XiaomiRedmi4_B', 'GooglePixel3A_L', 'iPhone12_M', 'S21Ultra_M', 'SamsungJ6_K', 'iPhone6_N', 'XiaomiRedmiNote9S_T', 'XiaomiA2_E', 'HuaweiHonor9_R', 'GooglePixel3A_V', 'iPhoneXR_U', 'SamsungS7_I', 'iPhone11_F', 'SamsungS6_H', 'iPhoneXSMax_M', 'XiaomiRedmiNote7_S')",0.8345360334876472,0.8864838044468204,0.9453281033424283,22,0,9.0,31
"('HuaweiP10_Q', 'S21Ultra_M', 'SamsungM31_A', 'iPhone11_C', 'HuaweiHonor9_R', 'XiaomiA2_E', 'iPhone7_F', 'iPhone11_F', 'XiaomiRedmi5_J', 'SamsungS4_C', 'iPhoneXSMax_M', 'XiaomiRedmiNote7_S', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'HuaweiP20_G', 'iPhone11_M', 'SamsungS7_I', 'GooglePixel3A_V', 'iPhone12_M', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'iPhone7_X', 'iPhone12_W', 'iPhone12Pro_C', 'SamsungJ6_K', 'iPhone11_B', 'OppoFindX3Neo_A', 'iPhone6_N', 'SamsungS6_H', 'iPhoneXR_L', 'GooglePixel3A_L', 'OnePlusNord_O')",0.8374117117539366,0.8878495448634987,0.9447525862291982,22,0,10.0,32
"('XiaomiRedmi4_B', 'iPhone12_W')",0.9999999999999998,0.8410660710640555,0.7257239175284703,2,0,0.0,2
"('iPhone11_B', 'iPhoneXR_A', 'HuaweiP10_Q')",0.7618931578893018,0.8358958171493256,0.9258207593554513,2,0,1.0,3
"('HuaweiL21_D', 'SamsungM31_A', 'iPhone7_X', 'iPhone6_N')",1.0,0.9738929000826306,0.9491142787736843,4,0,0.0,4
"('iPhoneXR_L', 'iPhoneXR_A', 'SamsungS7_I', 'iPhone11_F', 'SamsungJ6_K')",0.7880957663621737,0.8499422360881952,0.9223222397819282,4,0,1.0,5
"('iPhone11_C', 'iPhoneXSMax_M', 'iPhone12Pro_C', 'iPhone7_F', 'SamsungS4_C', 'SamsungS6_H')",0.7589343061447072,0.8436868481316141,0.9497481639688954,3,0,3.0,6
"('S21Ultra_M', 'iPhone12Pro_C', 'XiaomiRedmi5_J', 'XiaomiRedmiNote7_S', 'HuaweiL21_D', 'SamsungM31_A', 'OppoFindX3Neo_A')",0.9682534765345978,0.9451720526011081,0.9231654463312474,9,1,2.0,7
"('iPhoneXR_A', 'OppoFindX3Neo_A', 'S21Ultra_M', 'XiaomiA2_E', 'iPhoneXR_U', 'HuaweiP10_Q', 'HuaweiL21_D', 'GooglePixel3A_V')",0.8016121705824081,0.8040526647040303,0.8065080642877278,9,1,1.0,8
"('XiaomiRedmiNote9S_T', 'iPhone12_M', 'iPhone7_F', 'iPhone11_B', 'SamsungS7_I', 'OppoFindX3Neo_A', 'HuaweiP20_G', 'SamsungM31_A', 'iPhoneXSMax_M')",0.8844320477356309,0.8842028231253466,0.8839737173038544,11,0,2.0,9
"('iPhone11_C', 'SamsungS6_H', 'iPhone12_M', 'HuaweiP20_G', 'XiaomiRedmi4_B', 'XiaomiRedmi5_J', 'XiaomiA2_E', 'iPhone7_X', 'SamsungJ6_K', 'iPhone12_W')",0.8303097263293612,0.8561735183845214,0.8837004072643951,10,0,0.0,10
"('GooglePixel3A_V', 'HuaweiP20_G', 'iPhoneXR_L', 'SamsungS6_H', 'XiaomiRedmi5_J', 'XiaomiA2_E', 'OppoFindX3Neo_A', 'OnePlusNord_O', 'XiaomiRedmiNote9S_T', 'SamsungS4_C', 'iPhoneXSMax_M')",0.841341953911193,0.8727869435842741,0.9066736941706596,12,0,1.0,11
"('HuaweiL21_D', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi4_B', 'iPhone11_B', 'iPhone7_X', 'iPhone6_N', 'iPhone11_C', 'iPhone11_F', 'iPhoneXR_L', 'SamsungJ6_K', 'XiaomiRedmiNote7_S', 'GooglePixel3A_L')",0.8770057810492898,0.9020762108364335,0.9286221667859343,10,0,2.0,12
"('OnePlusNord_O', 'iPhone7_F', 'HuaweiP10_Q', 'iPhone7_X', 'S21Ultra_M', 'iPhone12Pro_C', 'SamsungS4_C', 'iPhone12_M', 'SamsungS6_H', 'iPhone6_N', 'GooglePixel3A_V', 'iPhone12_W', 'iPhone11_M')",0.8943140851782237,0.9270355030927381,0.9622422977543333,12,0,1.0,13
"('SamsungS6_H', 'iPhone12Pro_C', 'XiaomiRedmiNote7_S', 'SamsungJ6_K', 'HuaweiHonor9_R', 'iPhoneXSMax_M', 'XiaomiRedmi5_J', 'XiaomiA2_E', 'iPhone12_M', 'iPhoneXR_L', 'S21Ultra_M', 'iPhone11_B', 'iPhone11_F', 'HuaweiL21_D')",0.7374871429546577,0.8200285254462897,0.92337492794084,10,0,4.0,14
"('S21Ultra_M', 'OnePlusNord_O', 'SamsungS6_H', 'SamsungS4_C', 'iPhone12_W', 'SamsungM31_A', 'XiaomiRedmiNote7_S', 'iPhoneXR_A', 'iPhone12_M', 'HuaweiP10_Q', 'iPhoneXR_U', 'iPhone11_B', 'XiaomiRedmi5_J', 'iPhoneXR_L', 'iPhone11_C')",0.8357540609210635,0.8958608030349214,0.965283171877426,11,0,4.0,15
"('HuaweiHonor9_R', 'iPhoneXSMax_M', 'GooglePixel3A_V', 'HuaweiP10_Q', 'iPhone11_M', 'SamsungM31_A', 'iPhone12_W', 'XiaomiRedmi4_B', 'XiaomiRedmi5_J', 'XiaomiA2_E', 'iPhoneXR_A', 'iPhone11_B', 'iPhone12_M', 'iPhone7_X', 'iPhone7_F', 'XiaomiRedmiNote9S_T')",0.8236256108395424,0.8650387816282031,0.9108370801058564,13,0,3.0,16
"('SamsungM31_A', 'iPhone12_W', 'iPhone11_B', 'iPhone12Pro_C', 'iPhone6_N', 'SamsungJ6_K', 'XiaomiRedmiNote9S_T', 'iPhoneXSMax_M', 'XiaomiRedmi5_J', 'iPhone12_M', 'XiaomiRedmiNote7_S', 'XiaomiRedmi4_B', 'iPhone7_X', 'iPhone7_F', 'iPhone11_F', 'GooglePixel3A_L', 'SamsungS4_C')",0.9017923138875769,0.9266362581554315,0.9528878601330596,13,0,4.0,17
"('iPhone11_F', 'OppoFindX3Neo_A', 'SamsungS7_I', 'XiaomiRedmiNote9S_T', 'SamsungJ6_K', 'iPhone12_W', 'iPhone12Pro_C', 'iPhone11_M', 'iPhone11_C', 'GooglePixel3A_L', 'iPhone11_B', 'XiaomiRedmi4_B', 'S21Ultra_M', 'iPhoneXR_A', 'iPhone7_F', 'iPhoneXR_U', 'GooglePixel3A_V', 'iPhoneXSMax_M')",0.8045884532684685,0.8470605713146486,0.8942665619415878,13,0,5.0,18
"('SamsungM31_A', 'iPhone12_M', 'HuaweiP10_Q', 'iPhone6_N', 'iPhone11_F', 'OppoFindX3Neo_A', 'GooglePixel3A_V', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'HuaweiL21_D', 'OnePlusNord_O', 'GooglePixel3A_L', 'XiaomiA2_E', 'iPhoneXSMax_M', 'SamsungS7_I', 'iPhoneXR_L', 'iPhone12_W', 'iPhoneXR_U', 'XiaomiRedmi4_B')",0.8058012899799376,0.8501106092845303,0.8995764262354347,16,0,3.0,19
"('iPhoneXSMax_M', 'iPhoneXR_L', 'iPhone7_F', 'iPhoneXR_U', 'iPhone12Pro_C', 'iPhone7_X', 'GooglePixel3A_V', 'iPhone11_M', 'HuaweiP10_Q', 'XiaomiRedmi5_J', 'OnePlusNord_O', 'XiaomiRedmiNote7_S', 'SamsungM31_A', 'XiaomiRedmi4_B', 'iPhoneXR_A', 'SamsungS6_H', 'iPhone11_C', 'HuaweiP20_G', 'OppoFindX3Neo_A', 'S21Ultra_M')",0.9141826147889828,0.9164414032736378,0.9187113815644392,19,0,1.0,20
"('iPhone11_F', 'iPhone11_M', 'iPhoneXSMax_M', 'iPhone12_M', 'iPhone7_F', 'iPhone12Pro_C', 'iPhoneXR_L', 'iPhone11_C', 'iPhoneXR_U', 'S21Ultra_M', 'iPhone11_B', 'XiaomiRedmi4_B', 'OnePlusNord_O', 'OppoFindX3Neo_A', 'iPhone7_X', 'XiaomiRedmiNote7_S', 'SamsungJ6_K', 'iPhoneXR_A', 'HuaweiP10_Q', 'SamsungS6_H', 'XiaomiA2_E')",0.8437196527443915,0.8734368492899254,0.9053238470781967,17,0,4.0,21
"('SamsungS7_I', 'iPhoneXR_U', 'SamsungM31_A', 'XiaomiRedmi4_B', 'SamsungS4_C', 'XiaomiRedmiNote7_S', 'iPhone12_W', 'iPhone12Pro_C', 'S21Ultra_M', 'SamsungJ6_K', 'HuaweiL21_D', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'SamsungS6_H', 'iPhone11_B', 'iPhone7_X', 'HuaweiP10_Q', 'iPhone6_N', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'iPhone11_C', 'GooglePixel3A_V')",0.9034619656733286,0.9311219792148193,0.9605291374098546,17,0,5.0,22
"('iPhone11_M', 'iPhone7_X', 'iPhone11_C', 'S21Ultra_M', 'iPhone12Pro_C', 'XiaomiRedmi4_B', 'OnePlusNord_O', 'iPhone6_N', 'XiaomiRedmiNote7_S', 'iPhoneXR_A', 'iPhone12_M', 'iPhoneXR_U', 'HuaweiP10_Q', 'HuaweiL21_D', 'XiaomiRedmiNote9S_T', 'OppoFindX3Neo_A', 'iPhoneXSMax_M', 'GooglePixel3A_V', 'SamsungM31_A', 'iPhone11_F', 'iPhone11_B', 'XiaomiA2_E', 'SamsungS6_H')",0.8682374400781081,0.8909339086361859,0.9148488389893954,17,0,6.0,23
"('HuaweiL21_D', 'OnePlusNord_O', 'SamsungS7_I', 'SamsungM31_A', 'iPhone11_M', 'XiaomiRedmi4_B', 'iPhoneXSMax_M', 'iPhone11_F', 'iPhone12_M', 'HuaweiP10_Q', 'GooglePixel3A_L', 'XiaomiRedmiNote7_S', 'HuaweiP20_G', 'iPhoneXR_L', 'iPhone7_F', 'XiaomiRedmiNote9S_T', 'iPhoneXR_U', 'SamsungJ6_K', 'iPhone11_C', 'iPhone12Pro_C', 'iPhoneXR_A', 'iPhone7_X', 'GooglePixel3A_V', 'iPhone12_W')",0.831759322936495,0.8778550294973549,0.9293597027433388,18,0,6.0,24
"('XiaomiA2_E', 'HuaweiHonor9_R', 'iPhoneXR_A', 'iPhoneXR_L', 'HuaweiP20_G', 'SamsungS7_I', 'iPhone6_N', 'iPhone7_X', 'GooglePixel3A_V', 'SamsungS6_H', 'XiaomiRedmi4_B', 'iPhone12_W', 'SamsungJ6_K', 'iPhone12_M', 'GooglePixel3A_L', 'iPhone11_C', 'HuaweiL21_D', 'SamsungM31_A', 'HuaweiP10_Q', 'OppoFindX3Neo_A', 'iPhone11_M', 'S21Ultra_M', 'SamsungS4_C', 'iPhone7_F', 'iPhoneXR_U')",0.8581711523591539,0.8979110819720529,0.9415102534167555,21,1,4.0,25
"('iPhoneXSMax_M', 'iPhoneXR_A', 'S21Ultra_M', 'OnePlusNord_O', 'iPhone12_W', 'HuaweiL21_D', 'SamsungM31_A', 'HuaweiP20_G', 'iPhone12Pro_C', 'XiaomiA2_E', 'iPhone11_C', 'iPhoneXR_L', 'iPhone7_X', 'GooglePixel3A_L', 'iPhone6_N', 'SamsungJ6_K', 'iPhoneXR_U', 'iPhone11_M', 'XiaomiRedmiNote7_S', 'SamsungS7_I', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'SamsungS4_C', 'iPhone11_F', 'XiaomiRedmi4_B', 'GooglePixel3A_V')",0.8400757430269353,0.8873798061784405,0.9403290618801973,18,0,8.0,26
"('iPhone12_W', 'OnePlusNord_O', 'HuaweiP20_G', 'HuaweiP10_Q', 'XiaomiRedmi4_B', 'SamsungM31_A', 'OppoFindX3Neo_A', 'GooglePixel3A_L', 'S21Ultra_M', 'SamsungS6_H', 'iPhone6_N', 'XiaomiA2_E', 'iPhone12_M', 'iPhone7_F', 'SamsungJ6_K', 'iPhoneXSMax_M', 'iPhone11_C', 'SamsungS4_C', 'iPhone7_X', 'HuaweiL21_D', 'XiaomiRedmiNote7_S', 'iPhone11_B', 'GooglePixel3A_V', 'iPhone11_M', 'iPhoneXR_A', 'HuaweiHonor9_R', 'SamsungS7_I')",0.8751800157518552,0.9086031268529674,0.9446804587855459,22,0,5.0,27
"('iPhoneXSMax_M', 'iPhone11_B', 'iPhone11_M', 'HuaweiL21_D', 'iPhone11_C', 'SamsungJ6_K', 'SamsungS4_C', 'iPhoneXR_U', 'OppoFindX3Neo_A', 'iPhone12_M', 'HuaweiP10_Q', 'XiaomiRedmi4_B', 'iPhoneXR_L', 'XiaomiA2_E', 'iPhone6_N', 'SamsungS7_I', 'iPhone11_F', 'OnePlusNord_O', 'SamsungS6_H', 'iPhoneXR_A', 'SamsungM31_A', 'iPhone7_F', 'GooglePixel3A_V', 'S21Ultra_M', 'iPhone12Pro_C', 'HuaweiP20_G', 'GooglePixel3A_L', 'iPhone7_X')",0.8458490799061397,0.8861407762478668,0.9304630254147961,22,0,6.0,28
"('OppoFindX3Neo_A', 'HuaweiL21_D', 'iPhone6_N', 'XiaomiRedmiNote7_S', 'iPhone7_X', 'XiaomiRedmi5_J', 'OnePlusNord_O', 'XiaomiRedmiNote9S_T', 'iPhoneXR_A', 'HuaweiP10_Q', 'HuaweiP20_G', 'SamsungM31_A', 'iPhone7_F', 'XiaomiA2_E', 'iPhoneXR_U', 'iPhoneXR_L', 'XiaomiRedmi4_B', 'HuaweiHonor9_R', 'iPhone11_B', 'S21Ultra_M', 'iPhoneXSMax_M', 'GooglePixel3A_L', 'SamsungS6_H', 'iPhone11_C', 'SamsungS7_I', 'iPhone12_M', 'iPhone12_W', 'iPhone12Pro_C', 'SamsungS4_C')",0.848622995184561,0.8952452755784049,0.9472880923608964,21,0,8.0,29
"('iPhoneXR_A', 'iPhone11_B', 'iPhone12Pro_C', 'GooglePixel3A_L', 'SamsungS6_H', 'S21Ultra_M', 'iPhone6_N', 'iPhoneXSMax_M', 'iPhoneXR_L', 'OnePlusNord_O', 'XiaomiRedmiNote9S_T', 'HuaweiHonor9_R', 'GooglePixel3A_V', 'SamsungS7_I', 'SamsungS4_C', 'iPhone11_F', 'iPhone11_C', 'XiaomiRedmiNote7_S', 'XiaomiA2_E', 'OppoFindX3Neo_A', 'iPhone12_W', 'HuaweiP10_Q', 'iPhone12_M', 'XiaomiRedmi4_B', 'SamsungJ6_K', 'SamsungM31_A', 'iPhone7_F', 'HuaweiL21_D', 'HuaweiP20_G', 'iPhone11_M')",0.8435411482662167,0.8921279629905023,0.946653932872378,21,0,9.0,30
"('iPhone12_M', 'HuaweiP20_G', 'iPhone11_F', 'iPhoneXR_L', 'iPhone7_F', 'XiaomiRedmiNote7_S', 'HuaweiP10_Q', 'iPhone11_C', 'SamsungS4_C', 'HuaweiL21_D', 'iPhoneXR_U', 'iPhone7_X', 'SamsungS6_H', 'XiaomiRedmi5_J', 'iPhone6_N', 'OppoFindX3Neo_A', 'GooglePixel3A_L', 'iPhone11_B', 'XiaomiRedmiNote9S_T', 'iPhoneXR_A', 'SamsungM31_A', 'iPhoneXSMax_M', 'S21Ultra_M', 'OnePlusNord_O', 'iPhone12_W', 'SamsungJ6_K', 'SamsungS7_I', 'GooglePixel3A_V', 'iPhone11_M', 'iPhone12Pro_C', 'XiaomiA2_E')",0.7869041191455312,0.8587826054931147,0.9451123690051343,21,0,10.0,31
"('SamsungJ6_K', 'XiaomiRedmiNote7_S', 'OnePlusNord_O', 'iPhoneXR_A', 'iPhone7_X', 'iPhone12Pro_C', 'iPhone12_M', 'HuaweiL21_D', 'GooglePixel3A_V', 'iPhone11_F', 'SamsungS7_I', 'iPhone11_B', 'GooglePixel3A_L', 'OppoFindX3Neo_A', 'iPhoneXR_L', 'HuaweiHonor9_R', 'iPhone12_W', 'iPhone6_N', 'iPhone7_F', 'iPhoneXSMax_M', 'SamsungM31_A', 'SamsungS4_C', 'iPhone11_C', 'XiaomiRedmi5_J', 'SamsungS6_H', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'XiaomiRedmi4_B', 'HuaweiP10_Q', 'HuaweiP20_G', 'S21Ultra_M', 'iPhoneXR_U')",0.8550038336934789,0.901113471034417,0.9524799112187918,22,0,10.0,32
"('SamsungJ6_K', 'iPhone11_B')",0.9999999999999993,0.9462994143031048,0.898072400403235,2,0,0.0,2
"('iPhone12_M', 'SamsungS4_C', 'iPhoneXR_L')",0.8390231968642738,0.9027904413473196,0.9770477993379645,2,0,1.0,3
"('XiaomiRedmi4_B', 'XiaomiA2_E', 'iPhone11_B', 'SamsungJ6_K')",0.855653175904968,0.7960595613020647,0.7442264741072253,4,0,0.0,4
"('iPhoneXR_A', 'HuaweiL21_D', 'iPhone6_N', 'S21Ultra_M', 'iPhone12_M')",0.9139773082017871,0.9537902324301469,0.99722963461774,4,2,1.0,5
"('XiaomiRedmi4_B', 'XiaomiRedmi5_J', 'OnePlusNord_O', 'SamsungM31_A', 'iPhone11_C', 'HuaweiHonor9_R')",0.9854370069092152,0.9329876937666916,0.8858394052084121,7,0,1.0,6
"('iPhone7_X', 'iPhone12Pro_C', 'HuaweiHonor9_R', 'XiaomiRedmiNote7_S', 'iPhoneXR_U', 'iPhone6_N', 'OnePlusNord_O')",0.984636284542495,0.9601884943346137,0.9369253317727418,8,0,1.0,7
"('HuaweiL21_D', 'XiaomiRedmiNote7_S', 'SamsungS6_H', 'iPhone11_F', 'iPhone11_B', 'iPhone7_X', 'GooglePixel3A_V', 'HuaweiHonor9_R')",0.9831825830257207,0.9809695307671578,0.9787664188820321,8,0,0.0,8
"('SamsungS6_H', 'SamsungS7_I', 'XiaomiRedmi4_B', 'OnePlusNord_O', 'iPhone7_F', 'SamsungM31_A', 'SamsungJ6_K', 'GooglePixel3A_L', 'iPhoneXR_A')",0.924624928424144,0.8827398676767244,0.8444851021843364,10,0,1.0,9
"('SamsungS6_H', 'OppoFindX3Neo_A', 'iPhone12Pro_C', 'iPhone12_M', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'iPhone11_M', 'iPhone11_B', 'iPhone6_N', 'OnePlusNord_O')",0.9245421101117991,0.8802426262494072,0.8399942572084267,10,0,0.0,10
"('iPhone12_W', 'XiaomiRedmi4_B', 'XiaomiRedmiNote7_S', 'SamsungM31_A', 'iPhone12_M', 'SamsungJ6_K', 'SamsungS6_H', 'XiaomiA2_E', 'iPhoneXR_L', 'iPhone11_C', 'SamsungS4_C')",0.8866632342884081,0.9133373282370565,0.9416661111918943,9,0,2.0,11
"('iPhone11_B', 'XiaomiRedmi5_J', 'SamsungS4_C', 'iPhoneXR_U', 'iPhone7_X', 'XiaomiRedmi4_B', 'XiaomiA2_E', 'HuaweiL21_D', 'iPhone12Pro_C', 'iPhone7_F', 'SamsungM31_A', 'OnePlusNord_O')",0.8832627004310758,0.9026653777420718,0.922939640441346,10,0,2.0,12
"('iPhone12Pro_C', 'iPhone11_C', 'SamsungS7_I', 'GooglePixel3A_V', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'OppoFindX3Neo_A', 'iPhoneXSMax_M', 'HuaweiP10_Q', 'GooglePixel3A_L', 'S21Ultra_M', 'XiaomiRedmiNote7_S', 'iPhone7_X')",0.9370170559833999,0.9371079447093213,0.9371988510689919,14,0,1.0,13
"('iPhone6_N', 'XiaomiRedmiNote9S_T', 'HuaweiP10_Q', 'OnePlusNord_O', 'SamsungM31_A', 'OppoFindX3Neo_A', 'SamsungS6_H', 'iPhoneXR_U', 'iPhone7_F', 'XiaomiRedmi4_B', 'XiaomiRedmiNote7_S', 'iPhone11_C', 'iPhone7_X', 'S21Ultra_M')",0.9644565529428434,0.9400082167654195,0.9167687352481765,16,0,2.0,14
"('iPhoneXR_U', 'iPhoneXSMax_M', 'XiaomiA2_E', 'HuaweiP20_G', 'iPhone12Pro_C', 'iPhone12_W', 'SamsungS4_C', 'iPhoneXR_A', 'HuaweiP10_Q', 'iPhone7_X', 'XiaomiRedmiNote7_S', 'XiaomiRedmi4_B', 'iPhone7_F', 'iPhone11_M', 'GooglePixel3A_V')",0.9189723668144691,0.9243063490170693,0.9297026126794176,14,0,1.0,15
