Labels Combination,homogeneity,v_measure,completeness,No. of Clusters,No. of Noise,rmse,length
"('HuaweiP20_G', 'XiaomiRedmiNote7_S', 'SamsungS6_H', 'HuaweiP10_Q', 'SamsungS7_I', 'OnePlusNord_O', 'iPhone11_C', 'iPhone12_W', 'XiaomiRedmi5_J')",0.9617112985184456,0.9444541095012245,0.9278053375608919,12,0,3.0,9
"('XiaomiRedmi4_B', 'GooglePixel3A_V', 'SamsungS6_H', 'iPhone12_W', 'iPhone11_M', 'SamsungS4_C', 'iPhoneXSMax_M', 'XiaomiRedmiNote7_S', 'iPhone6_N', 'iPhone7_F')",0.944940048038316,0.9450724545221109,0.9452048981171149,9,0,1.0,10
"('iPhoneXSMax_M', 'iPhone11_C', 'SamsungS6_H', 'S21Ultra_M', 'HuaweiP20_G', 'GooglePixel3A_L', 'SamsungM31_A', 'iPhone11_B', 'OppoFindX3Neo_A', 'iPhone7_F', 'iPhoneXR_A')",0.8140986053560922,0.8404009129454977,0.868459541011374,12,1,1.0,11
"('HuaweiL21_D', 'iPhoneXR_L', 'XiaomiRedmi5_J', 'SamsungS4_C', 'iPhone12_M', 'XiaomiRedmiNote9S_T', 'OppoFindX3Neo_A', 'HuaweiP20_G', 'iPhoneXSMax_M', 'iPhone6_N', 'iPhone11_F', 'iPhone12Pro_C')",0.8965038808718769,0.9174257463531245,0.9393474598155349,12,0,0.0,12
"('XiaomiRedmiNote7_S', 'HuaweiL21_D', 'iPhone12_M', 'OppoFindX3Neo_A', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'iPhone12_W', 'SamsungS6_H', 'SamsungS4_C', 'HuaweiP20_G', 'iPhone12Pro_C', 'iPhoneXR_A', 'iPhone7_X')",0.948984387091446,0.9558084033341933,0.9627312715327689,14,0,1.0,13
"('iPhone11_C', 'iPhone11_M', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'GooglePixel3A_L', 'iPhoneXR_U', 'iPhone7_F', 'SamsungS4_C', 'iPhoneXR_L', 'iPhone12_M', 'HuaweiP10_Q', 'iPhone12Pro_C', 'OnePlusNord_O', 'XiaomiRedmi4_B')",0.886050164408593,0.907874752903297,0.9308016292178435,11,0,3.0,14
"('iPhone11_B', 'SamsungS4_C', 'XiaomiRedmi4_B', 'GooglePixel3A_V', 'HuaweiHonor9_R', 'iPhoneXR_A', 'OppoFindX3Neo_A', 'iPhoneXSMax_M', 'iPhone6_N', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'iPhoneXR_L', 'iPhone12Pro_C', 'SamsungM31_A', 'OnePlusNord_O')",0.9004228211869411,0.9185014348469148,0.9373208847226837,13,0,2.0,15
"('S21Ultra_M', 'iPhone11_F', 'iPhone11_M', 'HuaweiP20_G', 'iPhone12_W', 'iPhone7_F', 'SamsungM31_A', 'GooglePixel3A_V', 'GooglePixel3A_L', 'HuaweiP10_Q', 'XiaomiRedmiNote9S_T', 'iPhone12Pro_C', 'HuaweiL21_D', 'XiaomiRedmi5_J', 'SamsungS4_C', 'HuaweiHonor9_R')",0.9099604918118416,0.9337168045885715,0.9587467795982201,15,0,1.0,16
"('iPhone12Pro_C', 'iPhone12_W', 'XiaomiRedmiNote9S_T', 'HuaweiL21_D', 'SamsungM31_A', 'SamsungJ6_K', 'iPhone7_X', 'HuaweiP10_Q', 'HuaweiP20_G', 'iPhoneXSMax_M', 'SamsungS7_I', 'iPhone11_C', 'XiaomiRedmi4_B', 'iPhone6_N', 'iPhone12_M', 'XiaomiRedmiNote7_S', 'SamsungS4_C')",0.9122797150150249,0.9314353004279686,0.9514125777879792,17,0,0.0,17
"('XiaomiA2_E', 'SamsungS4_C', 'SamsungS6_H', 'SamsungJ6_K', 'iPhone12Pro_C', 'iPhone11_M', 'iPhoneXR_A', 'HuaweiP10_Q', 'HuaweiP20_G', 'iPhone7_X', 'GooglePixel3A_L', 'XiaomiRedmiNote9S_T', 'iPhoneXR_L', 'iPhone11_F', 'GooglePixel3A_V', 'iPhone12_M', 'SamsungM31_A', 'OppoFindX3Neo_A')",0.873706365481596,0.8995368149164573,0.9269411081305307,18,0,0.0,18
"('OnePlusNord_O', 'iPhoneXR_U', 'HuaweiP10_Q', 'SamsungM31_A', 'iPhone12Pro_C', 'HuaweiHonor9_R', 'OppoFindX3Neo_A', 'SamsungS4_C', 'iPhoneXR_A', 'HuaweiP20_G', 'iPhone11_C', 'iPhone7_F', 'iPhone11_M', 'iPhone12_M', 'XiaomiA2_E', 'GooglePixel3A_L', 'S21Ultra_M', 'iPhoneXSMax_M', 'HuaweiL21_D')",0.8606997624110317,0.8910772301691658,0.9236774265071274,17,0,2.0,19
"('HuaweiP10_Q', 'iPhone11_M', 'S21Ultra_M', 'iPhone12_W', 'HuaweiL21_D', 'iPhone12Pro_C', 'GooglePixel3A_L', 'GooglePixel3A_V', 'SamsungS6_H', 'XiaomiA2_E', 'SamsungS7_I', 'HuaweiP20_G', 'iPhoneXR_U', 'XiaomiRedmi4_B', 'iPhone12_M', 'SamsungS4_C', 'XiaomiRedmiNote9S_T', 'iPhone7_X', 'iPhone11_C', 'OppoFindX3Neo_A')",0.9025227453574204,0.9170346682291963,0.9320209004226692,20,0,0.0,20
"('XiaomiA2_E', 'SamsungM31_A', 'iPhoneXSMax_M', 'HuaweiHonor9_R', 'iPhone12_W', 'iPhone7_F', 'GooglePixel3A_V', 'SamsungJ6_K', 'GooglePixel3A_L', 'iPhoneXR_U', 'S21Ultra_M', 'HuaweiL21_D', 'iPhoneXR_A', 'iPhone12Pro_C', 'HuaweiP20_G', 'SamsungS6_H', 'XiaomiRedmiNote9S_T', 'iPhone11_C', 'iPhone11_M', 'iPhone6_N', 'XiaomiRedmi5_J')",0.7339436833911873,0.8137875530799255,0.9131239937595863,15,0,6.0,21
"('iPhoneXR_L', 'GooglePixel3A_V', 'SamsungS7_I', 'iPhone11_C', 'HuaweiP20_G', 'iPhone11_B', 'iPhoneXSMax_M', 'iPhone7_X', 'iPhoneXR_U', 'HuaweiL21_D', 'SamsungM31_A', 'OnePlusNord_O', 'iPhone11_F', 'iPhone6_N', 'XiaomiRedmiNote7_S', 'XiaomiRedmiNote9S_T', 'S21Ultra_M', 'SamsungJ6_K', 'HuaweiP10_Q', 'iPhone12Pro_C', 'iPhone12_M', 'GooglePixel3A_L')",0.8150822863413787,0.8732908632306826,0.940452686562992,18,0,4.0,22
"('iPhone12_W', 'iPhoneXR_U', 'HuaweiP10_Q', 'GooglePixel3A_V', 'SamsungS4_C', 'GooglePixel3A_L', 'SamsungS7_I', 'HuaweiHonor9_R', 'SamsungJ6_K', 'iPhone11_F', 'iPhone11_C', 'iPhone11_B', 'XiaomiRedmi4_B', 'OnePlusNord_O', 'HuaweiL21_D', 'iPhone7_F', 'iPhone12Pro_C', 'HuaweiP20_G', 'SamsungM31_A', 'iPhoneXR_L', 'iPhoneXR_A', 'OppoFindX3Neo_A', 'SamsungS6_H')",0.8618173567561912,0.9021548569857607,0.9464537785742186,19,0,4.0,23
"('iPhone11_B', 'iPhone12_W', 'XiaomiRedmi4_B', 'iPhoneXR_L', 'iPhone7_X', 'iPhone11_F', 'S21Ultra_M', 'HuaweiHonor9_R', 'iPhone11_C', 'XiaomiRedmiNote7_S', 'SamsungS6_H', 'HuaweiP20_G', 'SamsungS4_C', 'iPhone11_M', 'iPhone12_M', 'iPhone7_F', 'XiaomiA2_E', 'GooglePixel3A_V', 'HuaweiP10_Q', 'OppoFindX3Neo_A', 'SamsungS7_I', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'XiaomiRedmiNote9S_T')",0.8699852224481021,0.9076860039461615,0.9488023219017857,20,0,4.0,24
"('HuaweiL21_D', 'SamsungJ6_K', 'iPhone12_M', 'iPhone11_M', 'iPhone11_F', 'iPhoneXSMax_M', 'HuaweiHonor9_R', 'iPhone7_X', 'SamsungS4_C', 'XiaomiRedmiNote7_S', 'SamsungS7_I', 'XiaomiRedmiNote9S_T', 'OppoFindX3Neo_A', 'iPhone12Pro_C', 'GooglePixel3A_V', 'SamsungS6_H', 'XiaomiRedmi5_J', 'iPhoneXR_A', 'S21Ultra_M', 'SamsungM31_A', 'iPhone11_C', 'iPhoneXR_U', 'iPhone7_F', 'iPhone11_B', 'HuaweiP10_Q')",0.8592157904224291,0.9083593523552266,0.9634655669861558,17,0,8.0,25
"('HuaweiP20_G', 'iPhone12_W', 'iPhone7_X', 'iPhone7_F', 'iPhone11_M', 'GooglePixel3A_V', 'XiaomiRedmi5_J', 'XiaomiRedmiNote9S_T', 'iPhone6_N', 'iPhoneXR_U', 'iPhone11_F', 'iPhone11_B', 'HuaweiP10_Q', 'HuaweiL21_D', 'XiaomiA2_E', 'iPhoneXSMax_M', 'XiaomiRedmiNote7_S', 'OnePlusNord_O', 'SamsungS6_H', 'iPhoneXR_L', 'HuaweiHonor9_R', 'GooglePixel3A_L', 'XiaomiRedmi4_B', 'iPhoneXR_A', 'SamsungM31_A', 'SamsungS7_I')",0.8219637103879215,0.8733197087971354,0.9315207946136239,18,0,8.0,26
"('SamsungJ6_K', 'XiaomiRedmi5_J', 'SamsungM31_A', 'iPhoneXR_A', 'iPhone12Pro_C', 'iPhone12_W', 'HuaweiHonor9_R', 'iPhone6_N', 'SamsungS6_H', 'XiaomiRedmiNote7_S', 'iPhone12_M', 'iPhone7_X', 'iPhoneXR_L', 'S21Ultra_M', 'iPhoneXR_U', 'XiaomiA2_E', 'GooglePixel3A_L', 'SamsungS7_I', 'GooglePixel3A_V', 'OnePlusNord_O', 'iPhone7_F', 'iPhone11_M', 'iPhoneXSMax_M', 'iPhone11_C', 'iPhone11_F', 'iPhone11_B', 'HuaweiP10_Q')",0.7099990905386792,0.806369701670807,0.9330104029361755,16,0,11.0,27
"('OnePlusNord_O', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'XiaomiRedmiNote7_S', 'iPhone7_X', 'SamsungS4_C', 'SamsungS7_I', 'S21Ultra_M', 'SamsungS6_H', 'iPhone11_C', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'iPhone11_B', 'iPhone11_M', 'GooglePixel3A_V', 'HuaweiP20_G', 'iPhone12_W', 'iPhone12_M', 'HuaweiHonor9_R', 'SamsungJ6_K', 'iPhone6_N', 'SamsungM31_A', 'iPhoneXSMax_M', 'GooglePixel3A_L', 'iPhoneXR_L', 'iPhoneXR_A', 'OppoFindX3Neo_A', 'iPhone11_F')",0.8600555020160342,0.9025253572257401,0.949407444006729,20,0,8.0,28
"('HuaweiL21_D', 'iPhoneXR_L', 'iPhoneXR_A', 'S21Ultra_M', 'iPhone7_X', 'SamsungS4_C', 'GooglePixel3A_L', 'SamsungM31_A', 'SamsungJ6_K', 'iPhone12_M', 'iPhoneXR_U', 'XiaomiRedmi4_B', 'iPhoneXSMax_M', 'OppoFindX3Neo_A', 'HuaweiP10_Q', 'iPhone12Pro_C', 'XiaomiA2_E', 'iPhone12_W', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'OnePlusNord_O', 'XiaomiRedmiNote7_S', 'iPhone11_F', 'GooglePixel3A_V', 'iPhone11_C', 'iPhone11_B', 'SamsungS7_I', 'iPhone11_M', 'HuaweiP20_G')",0.8414487838158611,0.888183684315832,0.9404152823583924,21,0,8.0,29
"('iPhone12Pro_C', 'HuaweiL21_D', 'XiaomiRedmi5_J', 'iPhone12_W', 'HuaweiP20_G', 'HuaweiHonor9_R', 'SamsungJ6_K', 'iPhone11_M', 'iPhoneXR_L', 'SamsungS6_H', 'HuaweiP10_Q', 'iPhone12_M', 'XiaomiRedmiNote9S_T', 'GooglePixel3A_L', 'iPhone7_X', 'OnePlusNord_O', 'XiaomiRedmiNote7_S', 'GooglePixel3A_V', 'iPhoneXR_U', 'iPhone11_B', 'OppoFindX3Neo_A', 'SamsungS7_I', 'iPhone11_C', 'XiaomiA2_E', 'iPhoneXR_A', 'SamsungM31_A', 'iPhone11_F', 'iPhone6_N', 'S21Ultra_M', 'iPhoneXSMax_M')",0.7496464985033463,0.8305570891397305,0.9310464809145484,21,0,9.0,30
"('OppoFindX3Neo_A', 'GooglePixel3A_V', 'iPhoneXSMax_M', 'SamsungS4_C', 'XiaomiRedmi4_B', 'iPhone11_B', 'XiaomiA2_E', 'HuaweiP20_G', 'iPhone7_X', 'XiaomiRedmiNote9S_T', 'XiaomiRedmiNote7_S', 'iPhoneXR_A', 'iPhone11_F', 'iPhone12_W', 'S21Ultra_M', 'HuaweiHonor9_R', 'SamsungJ6_K', 'GooglePixel3A_L', 'OnePlusNord_O', 'iPhone12_M', 'iPhone11_M', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'SamsungM31_A', 'iPhone11_C', 'iPhone12Pro_C', 'SamsungS6_H', 'iPhone7_F', 'iPhoneXR_L', 'SamsungS7_I', 'iPhone6_N')",0.8303517041890155,0.8843776543620077,0.9459231368369886,20,0,11.0,31
"('GooglePixel3A_L', 'iPhoneXR_L', 'iPhoneXR_A', 'HuaweiP10_Q', 'iPhone11_C', 'HuaweiP20_G', 'iPhone11_B', 'iPhone12_W', 'iPhoneXSMax_M', 'OppoFindX3Neo_A', 'S21Ultra_M', 'iPhone6_N', 'SamsungJ6_K', 'iPhone11_M', 'SamsungS7_I', 'SamsungS6_H', 'SamsungS4_C', 'XiaomiA2_E', 'iPhoneXR_U', 'HuaweiL21_D', 'iPhone12Pro_C', 'XiaomiRedmi4_B', 'SamsungM31_A', 'iPhone11_F', 'OnePlusNord_O', 'GooglePixel3A_V', 'iPhone12_M', 'XiaomiRedmi5_J', 'HuaweiHonor9_R', 'iPhone7_F', 'XiaomiRedmiNote7_S', 'iPhone7_X')",0.8295892206792065,0.8836481319424485,0.9452434756351796,22,0,10.0,32
"('XiaomiA2_E', 'iPhoneXR_L')",1.0000000000000002,0.8086986143178104,0.6788362911663326,3,0,1.0,2
"('iPhone11_M', 'iPhoneXSMax_M', 'iPhone11_B')",0.36628664332578126,0.4299441211265012,0.5203820612327523,2,0,1.0,3
"('SamsungM31_A', 'SamsungS4_C', 'XiaomiRedmiNote9S_T', 'OnePlusNord_O')",0.9076451295501468,0.9202016505617827,0.9331104634435456,3,0,1.0,4
"('iPhoneXR_L', 'S21Ultra_M', 'XiaomiRedmi5_J', 'SamsungS4_C', 'iPhone11_F')",0.980626563338874,0.964176026709616,0.9482683170200183,5,0,0.0,5
"('HuaweiP20_G', 'XiaomiA2_E', 'SamsungS4_C', 'OppoFindX3Neo_A', 'iPhone12Pro_C', 'iPhone7_F')",0.9623449058846792,0.9205010653065635,0.8821444316912709,9,1,3.0,6
"('iPhone11_B', 'iPhone6_N', 'iPhone12_W', 'iPhone7_X', 'SamsungM31_A', 'SamsungS4_C', 'S21Ultra_M')",0.913647901191785,0.9479194971506663,0.984862400677376,6,0,1.0,7
"('XiaomiRedmiNote9S_T', 'iPhoneXR_A', 'iPhone7_F', 'HuaweiL21_D', 'XiaomiRedmi4_B', 'GooglePixel3A_V', 'iPhone11_C', 'iPhoneXSMax_M')",0.8894574467208155,0.8720242046320932,0.8552612041358234,7,0,1.0,8
"('HuaweiP10_Q', 'iPhoneXR_L', 'iPhone7_X', 'OnePlusNord_O', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'iPhone11_F', 'SamsungS6_H', 'iPhoneXR_U')",0.9362945793291083,0.9218428871794312,0.9078305370755855,10,0,1.0,9
"('iPhone11_B', 'iPhone6_N', 'GooglePixel3A_V', 'iPhone7_F', 'iPhoneXR_A', 'HuaweiP10_Q', 'iPhone7_X', 'OnePlusNord_O', 'SamsungM31_A', 'SamsungS7_I')",0.9729960160100796,0.9567500992736776,0.9410377826645433,11,0,1.0,10
"('iPhoneXR_A', 'SamsungJ6_K', 'SamsungM31_A', 'iPhone7_F', 'iPhone11_M', 'HuaweiP20_G', 'iPhone12_M', 'HuaweiHonor9_R', 'XiaomiRedmi4_B', 'iPhoneXR_L', 'iPhone11_C')",0.8675336260761122,0.8798561301155655,0.892533737361443,11,4,0.0,11
"('SamsungS4_C', 'iPhone11_C', 'iPhoneXR_U', 'GooglePixel3A_V', 'GooglePixel3A_L', 'XiaomiA2_E', 'S21Ultra_M', 'OnePlusNord_O', 'iPhone12_M', 'HuaweiP20_G', 'XiaomiRedmiNote9S_T', 'iPhone12Pro_C')",0.8443436723371953,0.8722467889144887,0.9020571696746628,10,0,2.0,12
"('iPhoneXR_U', 'HuaweiP20_G', 'HuaweiP10_Q', 'iPhone11_B', 'SamsungS7_I', 'iPhone11_C', 'iPhone7_X', 'SamsungS6_H', 'iPhone6_N', 'XiaomiRedmi4_B', 'iPhone12_W', 'GooglePixel3A_L', 'GooglePixel3A_V')",0.9113779911103629,0.9076640111199878,0.903980178148283,15,0,2.0,13
"('SamsungS6_H', 'iPhone12Pro_C', 'iPhoneXR_L', 'GooglePixel3A_L', 'iPhone7_X', 'SamsungM31_A', 'iPhone12_M', 'XiaomiRedmi5_J', 'OnePlusNord_O', 'iPhoneXR_A', 'iPhone11_F', 'iPhoneXR_U', 'iPhone11_C', 'OppoFindX3Neo_A')",0.7638962294613437,0.8228242136908553,0.8916037262660491,11,0,3.0,14
"('XiaomiA2_E', 'iPhone11_M', 'SamsungJ6_K', 'HuaweiP10_Q', 'HuaweiL21_D', 'SamsungS6_H', 'XiaomiRedmi5_J', 'XiaomiRedmiNote9S_T', 'iPhoneXR_L', 'HuaweiP20_G', 'HuaweiHonor9_R', 'GooglePixel3A_V', 'iPhone12_M', 'iPhone11_C', 'iPhoneXSMax_M')",0.7467177038446363,0.816952177300781,0.9017705488938507,15,0,0.0,15
"('iPhone11_F', 'iPhone7_F', 'iPhone7_X', 'iPhoneXSMax_M', 'HuaweiP10_Q', 'SamsungM31_A', 'XiaomiRedmi4_B', 'SamsungS4_C', 'iPhone12_M', 'OnePlusNord_O', 'HuaweiP20_G', 'SamsungS6_H', 'GooglePixel3A_L', 'OppoFindX3Neo_A', 'iPhone11_B', 'iPhoneXR_L')",0.9133069603135988,0.9205026253184109,0.9278125756105371,18,0,2.0,16
"('SamsungS7_I', 'GooglePixel3A_V', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'HuaweiP20_G', 'HuaweiL21_D', 'SamsungS4_C', 'iPhone11_M', 'iPhone11_C', 'iPhoneXR_U', 'SamsungS6_H', 'iPhone12_M', 'S21Ultra_M', 'XiaomiRedmiNote7_S', 'iPhone12Pro_C', 'iPhoneXR_L', 'iPhone7_F')",0.9013533850295401,0.929973998021005,0.960471793843806,14,0,3.0,17
"('GooglePixel3A_V', 'HuaweiL21_D', 'iPhone11_M', 'iPhoneXR_U', 'SamsungS7_I', 'XiaomiA2_E', 'SamsungS6_H', 'iPhoneXR_A', 'XiaomiRedmiNote7_S', 'S21Ultra_M', 'XiaomiRedmi4_B', 'HuaweiP10_Q', 'OnePlusNord_O', 'GooglePixel3A_L', 'SamsungJ6_K', 'iPhone7_X', 'iPhone12_W', 'iPhone12Pro_C')",0.8811310930461108,0.8971413362046313,0.9137441622052558,16,0,2.0,18
"('S21Ultra_M', 'iPhone6_N', 'iPhoneXR_U', 'iPhone7_X', 'HuaweiL21_D', 'XiaomiRedmi5_J', 'iPhone12Pro_C', 'iPhone11_B', 'iPhoneXR_A', 'SamsungJ6_K', 'iPhone12_M', 'iPhone11_M', 'XiaomiRedmi4_B', 'OnePlusNord_O', 'iPhone12_W', 'iPhoneXSMax_M', 'iPhone7_F', 'XiaomiRedmiNote9S_T', 'HuaweiP20_G')",0.8524818430397734,0.8819393346542623,0.9135054973201362,15,0,4.0,19
"('iPhone6_N', 'XiaomiRedmiNote9S_T', 'HuaweiP20_G', 'GooglePixel3A_V', 'XiaomiRedmiNote7_S', 'XiaomiRedmi4_B', 'OnePlusNord_O', 'iPhone11_M', 'iPhone7_F', 'SamsungM31_A', 'OppoFindX3Neo_A', 'GooglePixel3A_L', 'iPhone11_F', 'HuaweiHonor9_R', 'HuaweiL21_D', 'iPhone12_M', 'HuaweiP10_Q', 'iPhone11_B', 'SamsungS6_H', 'S21Ultra_M')",0.9281954589144558,0.9302320828257372,0.9322776638117651,19,6,1.0,20
"('HuaweiP10_Q', 'OnePlusNord_O', 'iPhone7_X', 'S21Ultra_M', 'iPhone11_C', 'OppoFindX3Neo_A', 'XiaomiA2_E', 'SamsungJ6_K', 'iPhoneXR_A', 'iPhone6_N', 'GooglePixel3A_V', 'HuaweiL21_D', 'HuaweiP20_G', 'iPhone11_M', 'iPhone12_W', 'SamsungS4_C', 'SamsungM31_A', 'SamsungS7_I', 'XiaomiRedmiNote7_S', 'iPhone11_B', 'XiaomiRedmi4_B')",0.9208480755406049,0.9306117684272792,0.9405847277674246,22,0,1.0,21
"('HuaweiHonor9_R', 'GooglePixel3A_L', 'iPhone7_F', 'HuaweiP10_Q', 'iPhone11_F', 'iPhone11_C', 'HuaweiP20_G', 'SamsungM31_A', 'SamsungS4_C', 'XiaomiA2_E', 'iPhone11_B', 'S21Ultra_M', 'iPhoneXSMax_M', 'iPhone12_M', 'iPhone12_W', 'iPhone6_N', 'HuaweiL21_D', 'SamsungS6_H', 'OnePlusNord_O', 'OppoFindX3Neo_A', 'iPhoneXR_A', 'iPhone12Pro_C')",0.8342790743579145,0.884587228775057,0.9413520267652808,18,0,4.0,22
"('iPhoneXR_L', 'iPhone6_N', 'iPhone11_C', 'iPhone7_X', 'iPhone12_W', 'HuaweiP20_G', 'HuaweiL21_D', 'HuaweiP10_Q', 'iPhone11_M', 'iPhone12Pro_C', 'GooglePixel3A_V', 'iPhone7_F', 'iPhoneXR_U', 'SamsungS7_I', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi4_B', 'XiaomiA2_E', 'iPhone11_F', 'SamsungJ6_K', 'OnePlusNord_O', 'SamsungS6_H', 'XiaomiRedmiNote7_S', 'XiaomiRedmi5_J')",0.8446787303873984,0.8844484168631767,0.9281480578458527,19,0,4.0,23
"('GooglePixel3A_V', 'S21Ultra_M', 'XiaomiRedmi4_B', 'iPhoneXR_A', 'iPhoneXR_L', 'HuaweiL21_D', 'SamsungS7_I', 'XiaomiA2_E', 'iPhoneXSMax_M', 'HuaweiHonor9_R', 'iPhoneXR_U', 'iPhone11_C', 'SamsungM31_A', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'OppoFindX3Neo_A', 'iPhone11_F', 'iPhone7_F', 'OnePlusNord_O', 'XiaomiRedmiNote9S_T', 'SamsungS4_C', 'iPhone7_X', 'XiaomiRedmiNote7_S', 'HuaweiP20_G')",0.8731118320690825,0.9056391191862683,0.9406837602413961,18,0,6.0,24
"('iPhone12_M', 'SamsungJ6_K', 'iPhone6_N', 'iPhoneXR_L', 'XiaomiRedmiNote7_S', 'iPhone11_B', 'GooglePixel3A_V', 'GooglePixel3A_L', 'iPhone11_C', 'HuaweiP20_G', 'XiaomiRedmi5_J', 'XiaomiRedmi4_B', 'iPhone11_F', 'iPhone12Pro_C', 'HuaweiHonor9_R', 'iPhoneXSMax_M', 'SamsungM31_A', 'OppoFindX3Neo_A', 'iPhone7_F', 'HuaweiP10_Q', 'iPhone12_W', 'S21Ultra_M', 'HuaweiL21_D', 'SamsungS4_C', 'OnePlusNord_O')",0.8717468908727127,0.9101053946891364,0.9519949647836295,21,0,4.0,25
"('iPhone12_W', 'XiaomiRedmi4_B', 'HuaweiHonor9_R', 'XiaomiA2_E', 'iPhoneXR_A', 'iPhoneXSMax_M', 'XiaomiRedmiNote9S_T', 'iPhone7_X', 'iPhoneXR_L', 'iPhoneXR_U', 'iPhone7_F', 'SamsungM31_A', 'HuaweiL21_D', 'iPhone12Pro_C', 'GooglePixel3A_L', 'iPhone11_C', 'SamsungS6_H', 'SamsungS7_I', 'iPhone6_N', 'S21Ultra_M', 'iPhone11_B', 'iPhone11_M', 'GooglePixel3A_V', 'SamsungJ6_K', 'HuaweiP10_Q', 'XiaomiRedmiNote7_S')",0.8113598878202085,0.8697216504624558,0.9371301695967065,17,0,9.0,26
"('iPhoneXR_A', 'iPhone11_F', 'SamsungS4_C', 'iPhone6_N', 'GooglePixel3A_V', 'iPhoneXSMax_M', 'OppoFindX3Neo_A', 'XiaomiA2_E', 'SamsungM31_A', 'XiaomiRedmiNote7_S', 'iPhone11_B', 'iPhone11_M', 'XiaomiRedmi4_B', 'iPhoneXR_L', 'iPhone12_W', 'HuaweiL21_D', 'iPhone12Pro_C', 'iPhone7_F', 'GooglePixel3A_L', 'HuaweiP20_G', 'SamsungS7_I', 'iPhone12_M', 'HuaweiP10_Q', 'S21Ultra_M', 'SamsungJ6_K', 'SamsungS6_H', 'iPhone11_C')",0.8391278611856982,0.8883418389124431,0.9436881701891288,21,1,6.0,27
"('OnePlusNord_O', 'HuaweiHonor9_R', 'iPhone7_X', 'HuaweiP20_G', 'XiaomiRedmi4_B', 'HuaweiP10_Q', 'iPhone6_N', 'iPhone11_M', 'iPhone12Pro_C', 'iPhone12_M', 'SamsungS7_I', 'HuaweiL21_D', 'S21Ultra_M', 'iPhone11_B', 'iPhoneXSMax_M', 'XiaomiRedmiNote9S_T', 'iPhone11_F', 'SamsungS6_H', 'XiaomiRedmi5_J', 'OppoFindX3Neo_A', 'iPhoneXR_L', 'XiaomiA2_E', 'iPhoneXR_A', 'GooglePixel3A_V', 'XiaomiRedmiNote7_S', 'GooglePixel3A_L', 'SamsungM31_A', 'iPhone11_C')",0.8325605610704915,0.8780284604480172,0.9287494385910292,21,0,7.0,28
"('OppoFindX3Neo_A', 'iPhone7_X', 'XiaomiA2_E', 'iPhone11_F', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'HuaweiP10_Q', 'XiaomiRedmi4_B', 'GooglePixel3A_L', 'iPhone7_F', 'GooglePixel3A_V', 'XiaomiRedmiNote7_S', 'SamsungS7_I', 'iPhoneXR_U', 'iPhone12_W', 'iPhone12Pro_C', 'HuaweiP20_G', 'iPhoneXR_A', 'SamsungS4_C', 'iPhone11_C', 'HuaweiHonor9_R', 'iPhone11_M', 'OnePlusNord_O', 'SamsungJ6_K', 'iPhone11_B', 'SamsungM31_A', 'HuaweiL21_D', 'iPhone6_N', 'iPhoneXR_L')",0.8519207258191662,0.896972555012496,0.9470553559588641,21,0,8.0,29
"('XiaomiRedmiNote7_S', 'iPhone12_W', 'iPhoneXR_L', 'SamsungM31_A', 'SamsungJ6_K', 'XiaomiA2_E', 'iPhoneXR_U', 'HuaweiP10_Q', 'iPhone6_N', 'SamsungS7_I', 'iPhone11_B', 'XiaomiRedmi5_J', 'iPhone7_X', 'iPhoneXSMax_M', 'iPhoneXR_A', 'iPhone11_M', 'OnePlusNord_O', 'iPhone11_F', 'HuaweiL21_D', 'iPhone11_C', 'SamsungS4_C', 'iPhone12_M', 'XiaomiRedmiNote9S_T', 'HuaweiP20_G', 'HuaweiHonor9_R', 'S21Ultra_M', 'SamsungS6_H', 'XiaomiRedmi4_B', 'OppoFindX3Neo_A', 'GooglePixel3A_L')",0.839503727021268,0.889200267907117,0.9451508571717954,22,0,8.0,30
