mac,len_ssid,len_sup_rates,supported_rates,len_ext_sup_rates,ext_sup_rates,len_ht_cap,ht_cap,len_vht_cap,vht_cap,len_ext_cap,ext_cap,len_vst,vst,len_ext_tags,ext_tags,dsss_parameter,label
02:15:e6:f4:cb:7e,00000000,00000100,0000001000000100000010110001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0110001100010001000101111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010001000000000000001010000000000000001000000000000000000000000000000,00001001,0000000010010000010011000000010000001000101111110000110000110010001100001001000000001111111110101111111100000000000000001111101011111111000000000000000011011101000001110000000001010000111100100000100000000000000100010000000011011101000010010000000000010000000110000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000010000001000000010000000110000001100000110000001100000100100001001000010100000101000001011000010110000110000001101,SamsungS7_I
02:17:9c:97:63:27,00000000,00000100,0000001000000100000010110001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0110001100010001000101111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010001000000000000001010000000000000001000000000000000000000000000000,00001001,0000000010010000010011000000010000001000101111110000110000110010001100001001000000001111111110101111111100000000000000001111101011111111000000000000000011011101000001110000000001010000111100100000100000000000000100010000000011011101000010010000000000010000000110000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000010000001000000010000000110000001100000110000001100000100100001001000010100000101000001011000010110000110000001100,SamsungS7_I
02:18:3a:e6:4e:e9,00000000,00000100,0000001000000100000010110001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0110001100010001000101111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010001000000000000001010000000000000001000000000000000000000000000000,00001001,0000000010010000010011000000010000001000101111110000110000110010001100001001000000001111111110101111111100000000000000001111101011111111000000000000000011011101000001110000000001010000111100100000100000000000000100010000000011011101000010010000000000010000000110000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000010000001000000010000000110000001100000110000001100000100100001010000010100000101100001011000011000000110000001101,SamsungS7_I
02:29:87:7d:c0:ee,00000000,00000100,0000001000000100000010110001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0110001100010001000101111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010001000000000000001010000000000000001000000000000000000000000000000,00001001,0000000010010000010011000000010000001000101111110000110000110010001100001001000000001111111110101111111100000000000000001111101011111111000000000000000011011101000001110000000001010000111100100000100000000000000100010000000011011101000010010000000000010000000110000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000001000000011000000110000011000000110000010010000100100001010000010110000101100001100000011000000110100001101,SamsungS7_I
02:2a:a7:ea:b2:e9,00000000,00000100,0000001000000100000010110001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0110001100010001000101111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010001000000000000001010000000000000001000000000000000000000000000000,00001001,0000000010010000010011000000010000001000101111110000110000110010001100001001000000001111111110101111111100000000000000001111101011111111000000000000000011011101000001110000000001010000111100100000100000000000000100010000000011011101000010010000000000010000000110000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000010000001000000010000000110000001100000110000001100000100100001001000010010000101000001010000010110000101100001100,SamsungS7_I
02:2e:1f:72:c9:05,00000000,00000100,1000001010000100100010111001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0010110101000000000110111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010000000010000000000000000000000000001000000000000000000000000000000,00000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00011100,001000110000000100001000000010000001100000000000100000000010000000110000000000100000000000001101000000001001111100001000000000000000000000000000111111011111111111111101111111110011100100011100110001110111000100011100000001110000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000010110000101100001011,iPhone12_W
02:33:62:82:65:04,00000000,00000100,1000001010000100100010111001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0010110101000000000110111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010000000010000000000000000000000000001000000000000000000000000000000,00000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00011100,001000110000000100001000000010000001100000000000100000000010000000110000000000100000000000001101000000001001111100001000000000000000000000000000111111011111111111111101111111110011100100011100110001110111000100011100000001110000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,iPhone11_C
02:35:37:d8:40:5d,00000000,00000100,1000001010000100100010111001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0010110101000000000110111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010000000010000000000000000000000000001000000000000000000000000000000,00000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00011100,001000110000000100001000000010000001100000000000100000000010000000110000000000100000000000001101000000001001111100001000000000000000000000000000111111011111111111111101111111110011100100011100110001110111000100011100000001110000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,iPhone12_W
02:43:ab:34:e2:2b,00000000,00000100,0000001000000100000010110001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0110001100010001000101111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000000000000000000010001000000000000001010000000000000001000000000000000000000000000000,00001001,0000000010010000010011000000010000001000101111110000110000110010001100001001000000001111111110101111111100000000000000001111101011111111000000000000000011011101000001110000000001010000111100100000100000000000000100010000000011011101000010010000000000010000000110000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000010000001000000010000000110000001100000110000001100000100100001001000010010000100100001001000010100000101000001011,SamsungS7_I
02:44:4c:cc:8a:98,00000000,00000100,0000001000000100000010110001011000000000000000000000000000000000,00001000,0000110000010010000110000010010000110000010010000110000001101100,00011010,0010000101000000000101111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000,0000010000000000000010001000010000000000000000000000000001000000000000000000000000000000,00001001,0000000000010111111100100000101000000000000000010000010000000000000000000000000000000000110111010000100000000000010100001111001000001000000000000000111100000000000000001101110100001001000000000001000000011000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000001100,iPhone6_N
